,title,category,text
288,ドンキ前社長 株取引で不正か,国内,Nippon News NetworkNNNディスカウントストアのドンキホーテなどを運営する会社の前社長が株取引に不正に関与したとして証券取引等監視委員会が関係先の強制調査に乗り出していたことが分かりました関係者によりますと証券取引等監視委員会はドンキホーテホールディングスの前社長が重要情報の公表前に利益を得させる目的で知人たちに株の取引を勧めたとして昨年の11月と今年8月に関係先の強制調査をしたことが分かりました前社長は2018年10月のユニーファミリーマートホールディングスとの連携を強化するという情報の公表前に取引先の知人たちに対し自社の株の購入を勧めたとみられるということです前社長は利益を得させる目的で株取引を勧めたことについて否定しているということです
289,伊藤容疑者 NHKドラマを降板,エンタメ,NHKは29日伊藤健太郎容疑者が出演予定だったドラマ夜の連続テレビ小説うっちゃん12月放送予定を降板すると発表した同ドラマは内村光良が座長を務めるNHKのコント番組LIFE人生に捧げるコントのスピンオフ作品で伊藤容疑者は中川大志演じるうっちゃんとコンビを組むなっちゃん役だった代役については検討中だというまた同局は伊藤容疑者が出演していた連続テレビ小説スカーレットやドラマアシガールアシガールSPのオンデマンドでの配信を停止した伊藤容疑者は7月からLIFEのレギュラーとなり内村からスポーツ番長のキャラクターを引き継いだばかりだった
290,内村航平が新型コロナ陽性,スポーツ, 国際体操連盟FIGの渡辺守成会長らが29日オンラインで緊急会見を開き体操男子の種目別鉄棒で来夏の東京五輪を目指している内村航平リンガーハットが新型コロナウイルスの感染の有無を調べるPCR検査で陽性の判定を受けたことを発表した 日本米国中国ロシアが参加し11月8日に東京国立代々木競技場で行われる国際大会への出場を予定していた内村はこの日他の日本代表選手とともにオンラインで取材に応じるはずだったが参加せず日本協会の広報は体調不良ですと説明していた 残念な報告をすることになったと話した渡辺会長によると内村は21日のPCR検査では陰性だったが28日の検査結果がこの日の午後4時30分に出て陽性と判定された内村は無症状で体温も363度という 国際大会に向けて内村を含めた男子4人女子4人の日本代表は21日から東京の味の素ナショナルトレセンで合宿中内村の陽性判定を受け30日に選手にはPCR検査を実施する大会の開催について渡辺会長は自分のせいで中止になるというのは耐えられない苦しさだと思うできる限り開催する方向で努力したいとし日本代表に感染が広がっている場合は日本以外の3カ国で行う方針を示した
291,香港 国安法違反で活動家起訴,国際,AFP時事 香港当局は29日6月に解散した香港独立を支持する団体学生動源Student Localismの鍾翰林Tony Chung元代表19を香港国家安全維持法国安法に基づく国家分裂罪で起訴した国安法違反で起訴された政治活動家は鍾氏が初めて 鍾氏は27日朝在香港米総領事館に面した喫茶店で私服警官に逮捕され国家分裂資金洗浄扇動的な情報の発信を共謀した罪で起訴されたフレンズオブホンコンFriends of Hong Kongを名乗る組織は鍾氏の逮捕後同氏がその日米領事館に入って亡命を申請する手はずになっていたと発表している学生動源は国安法の施行直前に香港での活動ネットワークを解散したが国際的な支部は現在も活動を継続している 鍾氏は学生動源のメンバー3人と共に7月ソーシャルメディア上で香港の独立や自治権拡大を提唱する政治的見解を拡散したなどとして香港警察に新設された国家安全課の逮捕者第1号となっていた 同氏は再逮捕後29日午前に出廷するまで警察で拘束されていた保釈は認められていない翻訳編集 AFPBB News
292,くそたれ地震 不満のみ込む今,地域,北海道ニュースUHB 死者44人建物被害が5万棟に上った北海道胆振東部地震から2年がたった被害の大半を占める厚真むかわ安平の被災3町の仮設住宅は多いときで700人以上が暮らしていたが10月末の災害救助法の立ち退き期限が迫り空き家が目立つようになった 今でも残っている人の多くは高齢者体が不自由で独りでは生活できない人や細る経済的支援におののく人も退去に直面した住民たちから不安とともに公的支援を受けている後ろめたさが見え隠れする脳出血で麻痺寝床は“避難所の段ボールベッド“ お金がもったいないからベッドを避難所から持ってきた戦時中よりはましだよ 衣類が散乱した寝室の段ボールベッドを指差しながら苦笑する安平町の佐藤実さん892LDKの仮設住宅に独りで暮らす生活を支えるのは月約5万円の年金10年前の突然の脳出血で左半身に麻痺が残り歩く際には杖をつき足を引きずる  手が震えて物がつかめない危なくて火を使えないし独りじゃ何もできない歩く度に不満が漏れる入居後に妻死亡 震える手“夢にも思わなかった“ 佐藤さんは70年前東京から安平町に移住した自ら森を切り開き農業を営んできたが地震で自宅と納屋が全壊こんなことになるなんて夢にも思わなかった悔しかったよ被災とともに廃業した 60年連れ添い仮設住宅でも一緒に暮らしていた妻は2019年12月具合が悪いと病院に搬送されそのまま戻ることなく3か月後に亡くなった肝臓がんだった枕元には妻の遺影と聖書夫婦で信仰した教えを今でも守り続けている介護施設“満員“ あふれる高齢者行き場がない 全人口に対する65歳以上の高齢者が占める割合は厚真むかわ安平の3町ともに35超全国平均の284を大きく上回る安平町の担当者はすべての介護施設が満員で空き待ちの高齢者があふれているとため息をつく 佐藤さんは身の回りの世話をしてくれた妻が亡くなってからは週1回町の介護施設でデイサービスを利用している独り暮らしは思うようにいかず半年前軽費老人ホームに入所を申し込んだが空きがないと断られた安平は高齢者が多いから年金で入れるようなところはどこもいっぱい行き場がないと吐露する 佐藤さんは息子家族と同居することも考えたが部屋が狭く難しかった老人ホームの空きが出るまで独りで公営住宅に住む話し相手もいない手足がこんなんだからろくに生活もできない佐藤さんの手は震えていた
293,GoToイート紙切れ 担当者憤り,地域, 新型コロナウイルスの影響で打撃を受けた飲食業界の支援策Go To イート事業のプレミアム付き食事券を巡り京都GoToイート事務局は28日京都府内のファミリーマートで食事券の発行用紙が不足しているため入金発券手続きを一時中止することを明らかにした手続き再開のめどは11月中旬としている チケットロール不足でただいま発券できません 京都府内のあるファミリーマートには紙切れを知らせる手書きの紙が28日朝から張られていた京都GoToイート事務局が同日夕府内全店での入金発券手続きの一時中止を決めたことに同店の女性マネジャー53はあまりにお粗末だ事務局もファミマ本部も現場を知らなすぎると憤った この店でロール紙が枯渇しだしたのは2回目20万冊のプレミアム付き食事券販売が始まった直後の23日本部にオンライン発注しても在庫不足で注文できず地域担当の社員が慌てて計8ロールを持参してきたという 食事券は1冊5千円分を4千円で購入でき上限は1回で1人5冊ただ店内の端末ファミポートで5冊を一度に発行するとおよそ3人分で1ロールが切れてしまう 50万冊の3回目販売に向けてそれだけで足りるわけがない女性の不安通りこの店はすぐに紙不足に陥り28日朝から食事券の発行中断を余儀なくされた紙不足で店を巡るはめになった客からの問い合わせが同日だけで20件以上寄せられ店員たちが対応に追われた 同様の事例は府内の店舗に広がっておりイート事務局は入金発券手続きの中止に追い込まれた女性はお客さんに謝るのは店員たち本部から押し付けられた仕事に現場も疲弊しているお客さんは一日食事券を求めて何軒もファミマをはしごした場当たり的な対応にもほどがあると不満を漏らす
294,週末 東日本で冷え込み強まる,国内,明日30日金は上空の寒気が日本列島の上空に南下してきます明日夜からは特に関東や東海など東日本を中心に冷え込みが強まる見込みです31日土の朝は関東の大部分や濃尾平野周辺が10°C未満の予想となっています名古屋は10°Cを大きく割り込んで8°Cまで下がる見込みです東京も10°Cギリギリの予想で放射冷却現象の影響が少しでも強まれば一桁まで下がってもおかしくありません山沿いでは5°Cを下回り氷点下を示す濃い青色や白の領域も拡大します山沿いでは霜が降りるくらいの冷え込みです冷え込みは週末だけでは終わらず朝晩の冷え込みは11月1日日も続きます朝の気温は31日土とほとんど変わらず市街地でも10°C前後まで下がる予想です週明けの4日水頃にはさらに強い寒気が南下し西日本でも気温が下がりますこの先1週間程度はこれまで以上に冷え込む日が多くなる見込みです関東などはここしばらく雨が降らず空気が乾燥してきたこともありますのでウイルス対策を一層心がけるようにしましょうウェザーニュース
295,SB周東が12戦連続盗塁 プロ新,スポーツ, ソフトバンクロッテ29日ペイペイドーム ソフトバンク周東が12試合連続盗塁のプロ野球新記録を樹立した初回に今季48個目の盗塁となる二盗に成功197174年福本豊のプロ野球記録を46年ぶりに更新した 1番二塁でスタメン出場初回に二塁内野安打で出塁すると続く中村晃へ1ストライクからの2球目でスタートロッテ美馬田村のバッテリーは外角へ外し気味の一球だったが悠々と二盗に成功した 1打席目からヒットで出塁できたので思い切ってスタートを切りました自分一人で達成できる記録ではないので後ろの打者の方々のおかげですし感謝しています先制点にもつながってくれましたし成功できて良かったです 福本はともにプロ野球記録のシーズン106盗塁通算1065盗塁シーズン記録通算記録ともまだ遠く及ばない周東ながら投手のクイックモーション捕手の二塁送球技術が向上した現代野球でおよそ半世紀前のアンタッチャブルレコードを塗り替えた またこれで月間22個目の盗塁となり歴代6位タイ月間盗塁数のプロ野球記録は72年8月の福本豊の27ソフトバンクはこの試合のほかに今月2試合を残しており周東はどこまで迫れるか西日本スポーツ
296,TDR運営 511億円赤字の見通し,経済, オリエンタルランドは29日2021年3月期の連結業績予想を発表し純損益が511億円の赤字前期は622億円の黒字との見通しを示した通期の赤字は1996年の上場後初めてとなる新型コロナウイルスの影響で運営する東京ディズニーランドと東京ディズニーシーの休園や来園客の抑制を実施しており急回復は困難と判断した 売上高は前期比601減の1854億円の見通し来園客1人当たりの売上高は例年より千円ほど上回る一方客数が7割近く減少し950万人になると見込んだ 両パークは全国的な感染拡大を受け今年2月29日から約4カ月間休園した
297,伊藤容疑者 事故直後の映像,国内,FNNプライムオンライン29日ひき逃げなどの疑いで逮捕された人気俳優伊藤健太郎容疑者23その事故直後の映像FNNが独自に入手した現場は東京渋谷区内の交差点カメラに映っているのは伊藤容疑者が運転していた高級車事故直後のためか照明もともったままさらに反対車線を見てみると道路脇には衝突したバイクが止められその周りを警察官が取り囲んでいる伊藤健太郎容疑者にいったい何があったのかその謎をひも解く鍵が事故直後の映像事故現場から走り去る1台の車赤い丸が伊藤容疑者が運転している車その後方には衝突により倒れたバイクも映し出されていた立ち去る伊藤容疑者の車の後ろには2台の車がクラクションを鳴らしあとを追っているのが確認できる28日夕方車を運転していた伊藤容疑者渋谷区内の交差点でUターンしようとしたところ前から来た男女が乗ったオートバイに衝突女性が骨折するなど男女に重軽傷を負わせたという事故直後百数十メートル逃走したという伊藤容疑者一度現場を離れた伊藤容疑者は70代の男性に諭されて数分後に再び現場に戻ってきたという事故を目撃したタクシードライバーは当時の様子をこのように振り返る事故を目撃したタクシードライバーガッシャーンという音がしたあの音は気づくレベルの音だと思う止まらずにサーッと行きました伊藤容疑者は3分後に戻ってきたん みたいな感じで悪びれた様子もなく来てそのあとにスマホをいじってて誰かに連絡してた様子がうかがえます警視庁は伊藤容疑者がけが人を救護することなく立ち去った疑いが強まりひき逃げや過失運転致傷の疑いで逮捕した調べに対し伊藤容疑者は容疑を認めている伊藤容疑者バイクの運転手と同乗の女性にけがをさせたことに間違いありませんぶつかったあとに現場から離れたことは間違いありません2014年に役者としてデビューした伊藤健太郎容疑者2020年はNHKの連続テレビ小説スカーレットに出演しているほか人気映画今日から俺はで主演を務めるなどドラマや映画に引っ張りだこの旬の若手俳優だった映画のPRでは若いころをこう振り返っていた伊藤健太郎容疑者2019年8月地元のいまだにずっとつるんでいる仲間たちがいるんですけど彼らと一緒に本当に今だからごめんなさいですけど当時の先生本当に見ていたらすみませんでした人気俳優の突然の逮捕に街からはわたしの友だちファンが多くてショックを受けました崩れ落ちていました本当にショックが大きくて悲しそうでした好きですショックが大きいです逃げたのはよくない怖かったんだなってひいちゃって動揺して怖かったのかななど衝撃の声が上がった一方伊藤容疑者の所属事務所は被害者やファンなどに謝罪をしたうえで伊藤健太郎の今後の活動につきましては捜査の推移をふまえたうえで皆さまにご報告させていただければと思いますとコメントしている伊藤容疑者が出演するドラマや映画は対応に追われている11月6日に公開の映画十二単衣を着た悪魔は対応協議中一方とんかつDJアゲ太郎は30日予定どおり公開すると発表している
298,日本初 糖質0ビールどう実現,ライフ,糖質ゼロといえば発泡酒や第三のビールでこそ可能だがビールでは実現が難しいそんな常識を覆しついに糖質ゼロのビールが登場したかつては“ビール党”だったけれども糖質が気になるのでハイボールを飲んでいたという人も待ち望んでいた糖質ゼロビール果たしてどのような技術で実現したのかそして気になる味はどうなのか●ハイボールに“浮気”していたビール党に朗報 最近太っちゃったしビールは飲みたいけど糖質ゼロのハイボールにしとくわ ここ数年飲み会で自分も含めた酒飲みがこんな言葉を口にするのを何度も聞いてきたそうビールは大好きである昭和生まれの酒好きからすれば最初の一杯といえばビール餃子のお供といえばビールそして風呂上がりにもビールという図式が頭にある しかしその図式を揺るがすブームが到来した糖質オフダイエットブームであるそれまでのダイエットといえばカロリーを抑えるのが主だったのに糖質オフが叫ばれるようになってから皆手のひらを返したように糖質を敵視するようになったそして悲しいかなあのおいしいビールまでもが対象になったのだ ホントはビールをゴキュゴキュ飲みたいでも糖質が気になるしダイエットもしているしやっぱりやめておこう こんなふうに思っている酒好きはごまんといるはずそんなにビールが好きなのに糖質が気になって飲めなかった酒好きにとってありがたいビールがキリンビールから発売されたそれが一番搾り 糖質ゼロだ 糖質ゼロといえば第三のビールや発泡酒ではすでに定番となっていたが今回は正真正銘のビールである ちなみに同社の従来のビールの糖質量はどれぐらいかというと一番搾りでは26g100mL当たりである米やパンなどに比べれば少ないと思うかもしれないがちりも積もればなんとやらまた酒の席ではお酒だけでなくおつまみからも糖質を十分に摂取するのだからそりゃビールは糖質ゼロのほうがいいに決まっていると思うのだ ではこの一番搾り 糖質ゼロはどうやって糖質ゼロを実現したのか味は本当にちゃんとビールなのか 飲む前から気になること満載である これはもう話を聞くしかないということで一番搾り 糖質ゼロの技術開発を担当されたキリンホールディングス飲料未来研究所の廣政あい子さんを直撃した
299,給食で100人超食中毒 鶏に菌,国内, 東京都は29日中野区立中野第一小学校で給食を食べた児童ら105人が発熱などの症状を訴える食中毒が発生したと発表したいずれも症状は軽くすでに全員回復しているという 都によると同小で1222日にかけて16年生の児童103人と男性教員給食を調理する女性の計105人に発熱や下痢の症状が出た保健所の調査によると1314両日に出された給食に含まれていた鶏肉からカンピロバクター菌が検出されたという ただ発症者は13日以前にもいることから鶏肉以外の食材などにも菌が付着していたとみて保健所が原因を調べている 中野区は29日から7日間給食の供給停止処分を出した児童らはその間午前中のみの登校になるという軽部理人朝日新聞社
300,ビシエド抹消 打点王は絶望的,スポーツ, 中日のダヤンビシエド内野手31が29日出場選手登録を抹消された28日阪神戦甲子園の8回にダイビングキャッチを試みた際に左肩を負傷途中交代し病院に直行していた残り9試合での復帰は難しく打点王も絶望的となった 28日にベンチを外れていた加藤匠馬捕手28も抹消された代わって右太もも裏痛から復帰した平田良介外野手32が復帰した左手痛が癒えたアリエルマルティネス捕手24は30日にも昇格する見通しだ ビシエドは今季不動の4番として109試合に出場し打率2割6分7厘17本塁打82打点84打点の巨人岡本82打点のヤクルト村上らとタイトルを争っていたオススメ記事阪神に敗れた中日与田監督藤浪崩せなかった中日が阪神に64年ぶりの屈辱甲子園中日石垣 掛け持ち出場の2軍戦で豪快一発198789は近藤立浪今中で“中日黄金期”ドラフトですぐ使えるは重要か 問われるべき器の大きさ中日スポーツ
301,案里被告 参院本会議を欠席,国内, 昨年7月の参院選広島選挙区を巡る大規模買収事件で公選法違反罪で公判中の河井案里被告47参院広島は29日参院本会議を欠席した27日夜に保釈されて初めて迎えた本会議案里被告の事務所は所用のためとしている30日の本会議も出席するかどうか分からないという 案里被告について東京地裁は27日保釈を認める決定をした案里被告は1200万円の保証金を納付し同日夜東京拘置所東京都葛飾区から保釈された身柄の拘束が解かれたのは夫で元法相の克行被告57衆院広島3区同法違反罪で公判中と共に逮捕された6月18日以来約4カ月ぶりだった 案里被告が委員を務める参院財政金融委員会は開催日程が決まっていない中国新聞社
302,「THE W」決勝進出10組が決定,エンタメ, 女性芸人の中から一番面白い“笑いの女王”を決定する女芸人No1決定戦 THE W 2020のファイナリスト決定記者会見が29日オンラインで行われAマッソオダウエダスパイクTEAM BANANAにぼしいわしはなしょーぼる塾紅しょうがゆりやんレトリィバァ吉住の10組がファイナリストとして選出された 今年は過去最高となる646組がエントリー新型コロナウイルス感染症防止対策のため予選1回戦はすべて動画審査となり2回戦は9月に東京と大阪準決勝は10月22日と23日に東京新宿ルミネ the よしもとで実施された 今回の決勝は初代女王で2年ぶり3度目の決勝進出となるゆりやんを筆頭に昨年は準優勝という好成績を収めたはなしょーに対してAマッソスパイクぼる塾といった5組が初出場するという構図にぼる塾のあんりは田辺さんのおかげでここまで来られたと思っておりますと話すと田辺智加が髪をかきあげながらまぁーねーと笑顔を浮かべながら私KATTUNの亀梨和也さんのファンなんですけど亀梨さんに見てほしいですねとラブコールを送った 芸歴10年目という節目となるAマッソの加納は後輩が多かったので負けてられないなという気持ちになりました普段から仲いいメンバーが多いんですけど本番はボコボコにしますと力強く宣言史上初となる2度目の女王に期待がかかるゆりやんはあとはやるだけですねとマイクパフォーマンスっぽくやや荒っぽくあいさつライバルについてマイケルJフォックスですと即答するなどキャラ全開で臨み意気込みではこの場所に立たせていただいたということですみませんと湿っぽく話しながら顔を上げたら無表情という芸を披露するなどゆりやんショーで翻ろうした 決勝は5組ずつAブロックBブロックに分かれ両ブロック1ネタ終えるごとに暫定1位を決定勝ち残った1組ずつが最終決戦に進出し優勝を争う審査システムは審査員の投票数票データ放送による国民投票1票となっており審査員メンバー審査方式の詳細は今後順次発表されていく 優勝者には賞金1000万円と副賞として日テレ人気番組出場権冠番組が与えられる決勝の模様は日本テレビ系全国ネットで12月14日に生放送後800番組MCはフットボールアワーの後藤輝基水卜麻美アナが担当し大会サポーターはEXIT生見愛瑠が務めるこの日の会見の模様はコロナ対策として3つのブロックに分かれてファイナリストたちが意気込みを語っていった 2017年にスタートした同大会はWOMAN女性とWARAI笑いの頭文字“W”を取って命名女性という参加条件を満たせばプロアマ芸歴人数年齢を問わない自由度の高い“女芸人の祭典”漫才コント一人芝居モノマネパフォーマンスなどジャンルは何でもアリの異種格闘技戦を展開する初代王者はゆりやんレトリィバァ2代目女王は阿佐ヶ谷姉妹3代目女王は3時のヒロイン この日の会見で決まった各ブロックとネタ順は以下の通り■Aブロックネタ順TEAM BANANAオダウエダにぼしいわし紅しょうがスパイク■BブロックAマッソゆりやんレトリィバァ吉住はなしょーぼる塾
303,巨人 きょう優勝の条件は,スポーツ, 巨人はリーグ2連覇へ優勝マジックを2としている 29日に巨人勝利2位の中日が負けか引き分けの場合原監督率いる巨人の2年連続リーグ優勝が決まる 巨人が引き分けた場合は中日が勝っても負けても引き分けてもマジック1になる 巨人は横浜スタジアムでのDeNA戦で予告先発はサンチェスと平良中日は甲子園での阪神戦で予告先発は大野雄と西勇両球場とも午後6時の同時刻に開始となる報知新聞社
304,ニトリ 島忠にTOB実施を発表,経済, 家具製造販売大手のニトリホールディングスは29日ホームセンター中堅の島忠に対して株式公開買い付けTOBを実施し完全子会社化を目指すと発表した島忠には同業のDCMホールディングスがすでにTOBを始めており異例の争奪戦に発展した ニトリは11月中旬から島忠株を1株5500円で買い付け全株式の半数以上の取得を目指す全株を取得した場合の総額は約2100億円になる見通しだ ホームセンターのホーマックなどを運営するDCMは今月5日から11月16日まで島忠の全株式の取得を目指してTOBを行っている取得価格は1株4200円でニトリが示した価格はこれを1300円上回る島忠の経営陣はDCMのTOBに対して賛同する意向を明らかにしているが今後ニトリのTOBにどう対応するかが焦点の一つになる ニトリの似鳥昭雄会長は29日東京都内で記者会見し買収が成功した後も島忠ブランドを残す考えを明らかにした首都圏を地盤とする島忠は家具の販売が強みで北海道が発祥のニトリとは店舗の出店地域などで補完関係が期待できる
305,ウイカ 尊敬するのはリンゴ,エンタメ,オーディションでひな壇の座を勝ち取るアイドル出身にもかかわらず歯に衣着せぬ関西弁のトークで大ブレイクしたファーストサマーウイカさん30バラエティー番組の盛り上げ役をはじめ番組司会やドラマ出演など多方面で活躍中ですゲスト出演したダウンタウンDX日本テレビ系29日午後10時から放送の収録後ブレイクのきっかけやプライベートについて話を聞きました――ダウンタウンDXへの初出演はいかがでしたかずっと出たかった番組だったのでうれしいですこれまで何度か出演のお話はあったのですが生放送のラジオ番組出演とダウンタウンDXの収録日が重なっていたんです今回はラジオから夏休みをもらって出演させていただきましたダウンタウンのお二人とは何度もご一緒させていただいているので初出演のような気がしないと言っていただきましたが実は初めてなんです――多くの人がウイカさんを知るきっかけになったのは2019年1月に出演したバラエティー番組女が女に怒る夜日本テレビ系でのトークが元アイドルとの大きなギャップを与えたことでしたオアシズの大久保佳代子さんいとうあさこさん田中みな実さんらが出演されていたんですが当時所属していたガールズユニットBILLIE IDLERビリーアイドルの事務所にお話があって新人枠のオーディションに参加し貴重なひな壇の一席に座ることができたんですそれが初めての単独でのテレビ出演でした――そこでしっかり爪痕を残すことができたのですねそれがブレイクのきっかけですかそうですねいつかバラエティー番組に出られたらいいなという夢はあったけれど出るからには大ケガしようが失うものは何もないしこれが最初で最後のテレビ出演かもしれないという覚悟でやれることはやってやろうと思っていました出演後番組を見てくださった方から数珠つなぎでお話をいただきいろいろな番組に呼んでいただけるようになりました――それからは大忙しの日々が続いていますね去年はBILLIE IDLERの活動と並行して個人の仕事をしていたのでものすごく大変でしたでも昨年末にユニットが解散になって今年に入ってからはお声がけいただいていたお仕事を少しずつやらせていただくことができています
306,鈴木氏の出馬断念 知事は驚き,地域, 来年春の千葉県知事選を巡り森田健作知事70の4期目不出馬を前提に自民党県連が擁立を進めてきた鈴木大地前スポーツ庁長官53習志野市出身が出馬を断念する状況になったことに森田知事は29日の定例記者会見で擁立が99決まる状況と聞いていたので大変驚いたと述べた 記者会見でこの事態を問われた森田知事は来年は千葉でも五輪パラリンピックがあり千葉県出身でああいい候補者だなと思っていたと五輪競泳金メダリストで競技団体やスポーツ行政のトップも務めた鈴木氏を評した しかし28日夕自民県連関係者から鈴木氏の擁立が困難になったとの報告を受けたという 自民県連の幹部は森田知事が進退を明言しない中で不出馬の場合の候補者の準備が必要だとして森田知事にも報告した上で鈴木氏の擁立調整を開始森田知事の不出馬は堅いとみて事実上鈴木氏に絞って作業を進めていた 森田知事は29日自身の進退については何が県民本位になるかを整理整頓した上で考えていくと改めて強調した 知事選への立候補を近く正式表明する見込みの熊谷俊人千葉市長42についてはやりたいと思う人が出ればいい人のことをあれこれ言うことはしたくないと述べるにとどめた
307,東京都 新たに221人感染確認,国内, 東京都によると29日に都が確認した新型コロナウイルスの感染者は221人だった5日ぶりに200人を上回った重症の患者は前の日から1人減って29人となった 感染が確認されたのは10歳未満から90代までの男女221人年代別にみると20代が最も多い58人次いで30代が48人40代が41人50代が29人重症化リスクの高い65歳以上の高齢者は合わせて31人だったANNニュース
308,伊藤容疑者 とんかつDJは公開,エンタメ, 道交法違反ひき逃げなどの疑いで俳優の伊藤健太郎容疑者23が29日警視庁に逮捕されたことを受け伊藤容疑者が出演している映画とんかつDJアゲ太郎は同日公式ツイッターを更新し予定通り本作をあす30日に公開すると発表した 公式ツイッターではお知らせ本日発表された伊藤健太郎氏の逮捕を受けて製作委員会で協議の結果予定通り明日10月30日金に公開することといたしましたと発表また同日には都内で初日舞台あいさつが控えており伊藤容疑者も登壇予定だったが予定しておりました明日の初日舞台挨拶は実施いたしますが伊藤健太郎氏の登壇はキャンセルとなりましたと伝えた 各社報道によると28日夕方に渋谷区で伊藤容疑者の運転する車が2人乗りのバイクと接触バイクを運転していた男性26と女性27は病院に搬送された女性は足の骨を折り重傷という伊藤容疑者は現場から一時逃走したとされる 29日伊藤容疑者の所属するイマージュエンターテインメントは事務所の公式サイトにコメントを掲載し弊社所属の伊藤健太郎が本日報道されましたとおり昨日夕刻自動車を運転中に本人の不注意によりオートバイと接触しオートバイを運転されていた方とその同乗者の方2名にお怪我を負わせるという事故を起こしましたことにより過失運転致傷及び道路交通法違反の被疑事実により逮捕されましたと経緯を説明し謝罪した
309,トヨタ、9月生産が過去最高,経済, トヨタ自動車が29日発表した9月の世界生産は前年同月比117増の84万1915台だった世界販売とともに9カ月ぶりに前年実績を上回り9月としては過去最高となった新型コロナウイルス流行による販売の落ち込みからの回復が鮮明となった中国の旺盛な需要や新型車人気が生産や販売をけん引した 海外生産は163増の53万6287台で過去最高だった中国が485増と好調欧州が199増北米が83増と主要市場で生産が拡大した 国内生産は45増の30万5628台だった2019年9月以来1年ぶりのプラスとなった
310,GoToイベント 第1弾にUSJ,経済, 経済産業省は29日新型コロナウイルス対策の需要喚起策Go To キャンペーンのイベント分野についてチケット販売対象の第1弾として大阪市のユニバーサルスタジオジャパンUSJを選定したと発表した USJが30日に売り出すチケットから割引対象となるキャンペーンのイベント事業では入場券1枚当たり2千円を上限に2割相当分を割り引くUSJは29日午後に詳細を発表する予定
311,歓楽街に検査拠点を 分科会,国内, 政府の新型コロナウイルス感染症対策分科会が29日開かれ接待を伴う飲食店などの夜の街での感染拡大防止策について報告書をまとめた 7月以降の全国的な感染拡大は東京の歓楽街で感染者が増加したことが起点になったとされる 報告書では感染がある程度収まっている通常時と感染拡大の予兆が検知された早期介入時に分けて国や自治体などに進めてほしい対策を示した 飲食店の従業員らが発熱やせきなどの症状がある時に気軽に相談し必要に応じてPCR検査を受けられるようにする拠点を設置し通常時でも相談から検査へとしっかりつなげていく環境の整備が重要だとした また感染拡大の予兆を早期に把握するためSNSなどを活用して従業員らの健康観察を実施したり歓楽街近くの下水から新型コロナウイルスを検知したりする方法を検討していくべきだと明記した感染拡大の兆しがみられた場合は早期介入時と位置付け早いタイミングで地域を絞って重点的に検査を実施していくことを求めた 歓楽街に一定の感染拡大が認められた時は経済への影響も考慮し地域や業種を限定して店の営業時間の短縮を要請していくことが望ましいとした 感染が広がると保健所の負担も増える報告書では自治体の保健師OBOGを活用したり都道府県内で保健師を融通しあったりすることを示した
312,AIでいじめ対策 7市導入検討,国内, いじめ被害を減らすため大津市などが開発したいじめ予測分析システムをさいたま市など7自治体が導入を検討していることが29日分かったAIが過去データを分析しいじめが深刻化するリスクを瞬時に判断する仕組み他に約20自治体が関心を示しており専門家は人手不足が続く教育現場への導入を呼び掛けている 大津市は2011年中学2年の男子生徒がいじめを苦に自ら命を絶った事件の反省から日立システムズ東京とシステムを開発し試験運用している システムは過去のデータをAIが分析いじめが起きた時間などを入力すると深刻化するリスクをパーセントで表示する
313,国内感染者 客船含め10万人超,国内, 東京都で29日に新型コロナウイルスの感染者が221人確認され大型クルーズ船ダイヤモンドプリンセスの乗客らも含めた国内の感染者が累計で10万人を超えた1月中旬に国内で初めて感染者が確認されてから9カ月余り今も全国で連日300700人ほどが新たに確認されており感染者の増加に歯止めがかからない状況だ 自治体などの発表をもとに集計した国内の感染者は3月下旬から増え始め4月16日に1万人を超えた5月から6月にかけていったん落ち着いたものの7月から再び急増7月末から8月上旬には感染確認が1日に1500人を超えることもあり8月10日には国内の感染者は累計で5万人を超えた 直近では感染者が1万人増えるのに18日かかった8日間で1万人を数えた8月上旬と比べれば増加のペースは鈍っているものの一定数の感染が続いている飲食店や病院福祉施設学校関連などのクラスター感染者集団も各地で相次いでいる 都道府県別にみると東京都が3万人を超え全国の3分の1近くを占める続いて大阪府が1万2千人神奈川県が8千人に上り愛知県で6千人埼玉福岡の両県も5千人を超えるなど大都市やその周辺で感染者の増加が目立つ 沖縄県では感染者が3千人を超え北海道や宮城県で10月下旬になって1日あたりの感染者が最多を更新するなど地方で感染が再拡大する兆しもある朝日新聞社
314,デンソー中間決算赤字711億円,経済, トヨタ自動車系の部品メーカーデンソーが29日発表した2020年9月中間連結決算は純損益が711億円の赤字前年同期は1042億円の黒字だった売上高は前年同期比208減の2兆747億円新型コロナウイルス流行によって自動車販売が落ち込んだ影響を受けた 21年3月期の業績予想は純利益が前期比101増の750億円売上高が119減の4兆5400億円と据え置いた 名古屋市で記者会見した山中康司副社長は販売は回復しつつあるが欧州などでコロナ再拡大の懸念があり先行きが不透明だと話した
