title,category,text
立皇嗣の礼 秋篠宮さまが決意,国内, 秋篠宮さまは8日午前皇居宮殿で立皇嗣の礼の中心儀式立皇嗣宣明の儀に臨んだ秋篠宮さまが皇位継承順位第1位の皇嗣となったことを内外に示す儀式で天皇陛下が皇嗣の地位を宣言し秋篠宮さまが決意を述べた皇族方や菅義偉首相ら三権の長など招待者約50人が見守った 儀式では陛下が文仁親王が皇嗣であることを広く内外に宣明しますと述べ秋篠宮さまは皇嗣としての責務に深く思いを致し務めを果たしてまいりたく存じますと決意を表明した 陛下は黄櫨染御袍こうろぜんのごほうと呼ばれる天皇のみが着る束帯姿秋篠宮さまは黄丹袍おうにのほうと呼ばれる束帯を身にまとった皇后雅子さまと秋篠宮妃紀子さまは左右の側頭部のびんを大きく膨らませた大垂髪と呼ばれる独特な髪形で小袿こうちぎを羽織り長袴ながばかま姿だった朝日新聞社
香川でまた鳥インフル 養鶏場,地域, 香川県東部の東かがわ市の養鶏場で高病原性鳥インフルエンザの疑似患畜が確認されました香川県では西部三豊市の養鶏場でも高病原性鳥インフルエンザが発生していて現在約33万羽の殺処分が進められています 高病原性鳥インフルエンザの疑似患畜が確認されたのは約4万8000羽を飼育している東かがわ市の養鶏場です7日に養鶏場の管理者から東部家畜保健衛生所に死ぬニワトリが増えたと連絡があり13羽を簡易検査したところ12羽が陽性でした  その後茨城県にある国の機関で遺伝子検査を行った結果8日朝H5亜型の高病原性鳥インフルエンザの疑似患畜であることが確認されました 香川県は対策本部会議を開きこの養鶏場で飼育されている約4万8000羽を殺処分することや養鶏場から半径3キロの範囲を移動制限区域とすることなどを確認しました また香川県では今月5日に三豊市の養鶏場でも高病原性鳥インフルエンザが確認されていて現在200人態勢で約33万羽の殺処分が進められています三豊市の殺処分は8日中にも終わる見通しであることから香川県は三豊市で対応に当たっている県職員を東かがわ市に回して殺処分を進める方針ですKSB瀬戸内海放送
バイデン氏が勝利宣言,国際, ワシントン塩原永久米大統領選で勝利を確実にした民主党のジョーバイデン前副大統領77は7日夜地元の東部デラウェア州ウィルミントンで国民に向けた演説を行い大統領選について確信できる勝利だ国民は7400万以上の票をもって当選させてくれたと述べ勝利宣言した共和党のトランプ大統領が法廷闘争による抵抗の構えを見せる中選挙戦は終わったとも強調した バイデン氏は分断ではなく統合を追い求める大統領になることを誓うと語った民主党の支持者でなく共和党の支持者も含めた国民を代表するとし国内の政治的分断の解消に尽力する意向を強調共和党に対しても協力することは謎めいたことではないと協力を呼びかけた バイデン氏は選挙戦で民主共和両党にまたがる有権者から支持を得たと指摘白人だけでなくヒスパニック中南米系や黒人など多様な人種から得票したと感謝を示し米国史上最も広範で多様性のある支持者連合を築くことができ誇りに思うと述べた トランプ氏の支持者には落胆していることだろうと配慮を示しとげとげしい言葉づかいをやめ気持ちを静めるときだと呼びかけた民主党支持者も念頭に相手を敵のように扱うのはやめねばならない同じ米国人だとも訴えた また死者23万人以上を出した新型コロナウイルス禍の対策を重視する方針を表明感染症を制御することから仕事を始めると述べ9日にも科学者や専門家で作る助言チームを編成して来年1月の就任時に新型コロナの封じ込めを最大の課題として政権運営する意向を示した バイデン氏はまた再び米国を世界中から尊敬される国にすると約束した上で米国は世界の灯台だ模範としての力によって世界を導いていくと強調した
声優森川智之 ぜんそくは怖い,エンタメ,一病息災 40歳の時だった気がつくと寝ている間にせきが出ていたうつらうつらしながら自分のせきが遠くに聞こえたせき込むたびに体が跳ねるような感じがしたせきを抑え込もうとすると余計にひどくなってしまう 映画スターのトムクルーズやキアヌリーブスなどの吹き替え数多くのアニメやゲームのキャラクターにと引っ張りだこの人気声優肉体的にも精神的にもすり切れるぐらいの多忙な日々を送っていた たとえばアクション映画の戦闘シーン全速力で走ったり息切れしたり叫んだりマイクの前に立ったままで本当に肉体を動かしているかのような発声をしなくてはならないのどへの負担は大きい 最初は風邪だと思って市販薬を飲んだが1か月ほどしてもよくならないちょっと変だなと思いかかりつけ医を受診した声優にとってのどは命もともと風邪を引きやすいタイプで何か異変を感じると医師にかかっていた ところが診断は風邪ではなくぜんそく子どもの頃に患った時期はあったものの年齢とともに治り自分では記憶にないほどの過去の病気だった 声優として致命傷だと思いました天から突き落とされたような気持ちでした子どもの頃見てきた弟の闘病 怖い病気 5歳下の弟が重いぜんそくだった子どもの頃夜中にたびたび呼吸困難の発作を起こし救急車で病院に運ばれたヒューヒューゼーゼーと苦しそうな息をしているのを親に伝えることもよくあった 弟のぜんそくに家族中で闘っていました 弟の入院中多くの重症の子どもたちの姿も目にしたぜんそくは怖い病気という印象が強くすり込まれた 自分自身はへんとうを腫らしてよく風邪を引く子どもだったという覚えはあるしかし次第にスポーツに目覚め健康な体になっていった 物心がついた頃親からあなたも小さい頃は弟と同じ病気だったのよと教えられた症状は軽く自然に治ったようでほとんど記憶にない 中学校で軟式テニス部高校ではアメリカンフットボール部に入った ところがアメフトで頸椎けいつい損傷の大けがを負い大学に進学して体育教師になる夢を諦めざるを得なくなったその時友人のアドバイスもあって進んだのが声優の道だ 自分に降りかかった運命を受け止めて前向きに歩むことが大事だとその時に学びました ショックを受けた40歳でのぜんそくの診断にも前向きな気持ちで付き合っていこうと決意した
ハリス氏 初の女性副大統領に,国際,AFP時事カマラハリスKamala Harris上院議員56は7日世界で最も高いガラスの天井の一つを突き破り米史上初の女性副大統領に選出されるという歴史を作りドナルドトランプDonald Trump大統領の荒れ狂った支配を終わらせることに寄与した ハリス氏はカリフォルニア州で黒人としても女性としても初の州司法長官を務め南アジア系のルーツを持つ女性として初の米上院議員となるなど常に先駆者であり続けた人物だ 副大統領の地位を勝ち取ったことで米国を率いるという究極の目標への足掛かりの準備ができた 現在77歳のジョーバイデンJoe Biden氏は大統領を1期のみしか務めないものと予想されているすると4年後の2024年米大統領選ではハリス氏が民主党の指名争いを勝ち抜く可能性も出てくるそうなればハリス氏にさらに大きな歴史をつくることすなわち米国初の女性大統領になるチャンスをもたらすだろう ハリス氏はツイッターTwitterに母は私を前例から解放されて何ができるかを見るように育てたと投稿している ハリス氏は8月にバイデン氏の副大統領候補として指名されて以降トランプ氏の新型コロナウイルス感染症COVID19に対する支離滅裂な対応を激しく非難するだけでなく人種差別主義や景気トランプ氏の移民取り締まりを批判してきたアメリカンドリームを体現した人生 ハリス氏の父親はジャマイカ母親はインドから米国に来た移民だ両親とハリス氏自身の人生はある意味でアメリカンドリームの体現だった ハリス氏は1964年10月20日カリフォルニア州オークランドOaklandで生まれたオークランドは当時市民権運動と反戦活動の中心地だった 黒人が通う大学として伝統のある首都ワシントンのハワード大学Howard Universityの学位を取得卒業後は検察官となりサンフランシスコ地方検事を2期務めた後2010年にカリフォルニア州司法長官に任命された ハリス氏が自身を表現した進歩的検察官という言葉はハリス氏が不当な有罪判決を支持して争ったり警察による銃撃には司法長官の徹底調査を義務付ける法案といったカリフォルニア州の特定の改革に反対したりしたとして批評家らに付け込まれることとなった それでもハリス氏の働きは2016年の上院議員選で史上2人目の黒人女性上院議員という快挙を成し遂げるのに重要な礎となった民主党討論会ではバイデン氏と激突 州司法長官時代はバイデン氏の息子でデラウェア州で同じ役職にあった故ボーバイデンBeau Biden氏と職務上良好な関係を築いたがボーバイデン氏は2015年にがんで死去した ハリス氏の副大統領候補指名後初めて同氏と一緒に姿を現したバイデン氏は私はボーがどれほどカマラと彼女の働きぶりを尊敬していたかを知っており正直に言って私がこの決断をするにあたってとても大きな意味があったと語った 有力な選挙運動家としてカリスマ性を醸し出しているハリス氏だがメガワット級の笑顔は容赦ない尋問と鋭い切り返しを行う検察官の顔へと素早くすり替わる 2017年にロシア疑惑をめぐり連邦議会議事堂Capitol Hillで行われた公聴会で当時のジェフセッションズJeff Sessions司法長官に鋭い質問を行うハリス氏のビデオは拡散した ハリス氏は民主党の大統領候補指名争いに名乗りを上げ民主党候補の第1回討論会ではバイデン氏が1970年代に人種別学校の統合を目指したバス通学プログラムに反対したことを取り上げてバイデン氏を攻撃した その際にハリス氏はカリフォルニアのある少女も自分の学校が統合プログラムの対象なため毎日バスで白人が多数を占める学校に通っていたと語ったそしてこう続けたその少女は私です ハリス氏との激突にもかかわらずバイデン氏は候補者討論会で同氏を指名ハリス氏の活気あふれたエネルギーを注意深く演出されたバイデン氏の選挙運動に持ち込んだ 副大統領候補討論会ではハリス氏は発言を遮ろうとしたマイクペンスMike Pence副大統領に手を上げて合図した副大統領私が発言中です私が話していますとペンス氏をにらみつけて黙らせた 討論会の数時間後にはハリス氏の言葉が書かれたTシャツがオンライン上で発売された翻訳編集 AFPBB News
お前はクビだ NYお祭り騒ぎ,国際, 米大統領選でバイデン前副大統領の当選確実の報が伝わるとニューヨーク中心部では沿道で飛び上がったり手を振ったりして喜ぶ人たちの姿が見られた車からクラクションを鳴らす人たちもいた 観光名所のタイムズスクエアには直後から大勢の人が集まった歌を歌い踊って喜びを爆発させる若い女性らの姿もありお祭り騒ぎにトランプ大統領が過去に出演していたテレビ番組での決めぜりふお前はクビだなどとの声も上がった 民主党の上院トップでニューヨーク州選出のチャックシューマー上院議員も姿を見せ米国の暗黒の時代は終わったなどとバイデン氏の当選を歓迎した 近くに住む演劇制作者のトムタンゴラさん41はすばらしい気分だ国家的な悪夢がようやく終わったこの4年間世界の恥だったと語った劇場関係者のトニースタントンさん58はカマラハリス上院議員が初の女性副大統領に決まりホワイトハウスに女性が入るときがきたとても興奮していると話した朝日新聞社
素手でノック指示 部員けが,国内, 神奈川県藤沢市の私立藤嶺とうれい藤沢高校硬式野球部で9月男性監督47が練習中に1年の男子部員に素手でノックを受けさせ全治3週間のけがをさせたことが同校への取材で判明した同校は不適切な指導だったとして部員の父親に謝罪し監督を1カ月指導停止などの処分としたうえで県高校野球連盟に報告した 同校によると監督は9月26日のノック中捕球ミスをした部員に対しグラブを外しなさいと指示しノックバットで計3球を打って素手の左手で捕球させた部員は翌27日の練習前監督に手のひらが腫れたことを伝え同28日に病院で3週間の挫傷と診断されたという 同校は事実関係を調査し校長と部長が10月7日部員の父親に謝罪した監督を同10日付で戒告としさらに同12日から1カ月の指導停止処分としたうえで同29日に県高野連に経緯を報告している日本学生野球協会は日本高野連から処分案の上申を受け17日にも処分を公表する方針 監督は同校の調査に素手でノックを受けさせたことについて手のひらで捕球する感覚をつかんでもらいたかったと説明したという佐野健校長は取材に不適切な指導だった部員らには申し訳ないという気持ちだと話している 同校は1985年夏の甲子園に出場している洪玟香
トランプ氏スタッフは就活中?,国際,Nippon News NetworkNNNアメリカ大統領選挙で民主党のバイデン氏の勝利確実を受けトランプ大統領はどう対応するのでしょうかワシントンから中継ですトランプ大統領はバイデン氏の勝利確実の一報を自身のゴルフ場でのプレー中に受けましたトランプ大統領はワシントン近郊にある自身が保有するゴルフ場に午前10時半すぎに到着しましたその後1時間足らずでアメリカメディア各社がバイデン氏の勝利確実を報じた後もトランプ大統領はプレーを続けましたこの日ワシントン近郊は最高気温23度の陽気となりトランプ大統領も選挙戦後初のゴルフでリフレッシュを図りましたが不意を突かれた形となりましたこうした中トランプ陣営はバイデン氏の勝利確実の報道が出た直後に大統領の声明を発表バイデン氏は勝者のふりをしてメディアがその味方をしている選挙はまだ終わっていないなどと敗北を認めない姿勢を示していますまたバイデン氏はいかなる州でも勝者として認められていない正当な勝者が決まるよう月曜日から法廷で訴えていくとして法廷闘争を続ける考えも示しました一方でホワイトハウスの関係筋は大統領は負けを認めずにホワイトハウスを去ることになるスタッフはすでに就職活動を始めているなどと内部の様子を明らかにしましたおとといの会見で不正の証拠を示さなかったことで周囲も見限った負けを認めるなと主張しているのは側近のジュリアーニ元ニューヨーク市長ただ一人だけだとしていますまたNBCテレビは大統領として実権を握っていることを示すため意見対立があったエスパー国防長官らの更迭や大統領令の発動の可能性もあるなどと伝えています今後の焦点は大統領自身が法廷闘争を続ける意思を保ち持ち続けるかどうかで予断を許さない状況が続いています
オリ来季監督 中嶋代行昇格へ,スポーツ, パリーグロッテ43オリックス24回戦ロッテ18勝5敗1分7日ゾゾマリンオリックスは7日今季の全日程を終了中嶋聡監督代行51が来季監督に昇格することが決定的となった近日中にも正式に発表される見通し2軍監督で迎えた今季は西村徳文前監督60の辞任により8月21日から代行を務め若手を積極的に起用勝利と育成の両立を続けたその手腕が評価された来季も続投する福良淳一ゼネラルマネジャー60GMとともに現場とフロントが一枚岩となり悲願のリーグ優勝を目指す 2021年のオリックスは中嶋新監督の下再スタートする24年連続のV逸2年連続の最下位長らく低迷するチームを再生しその手腕で新風を吹かせる 最終戦まで展開的にこういう展開だったのかなと思います九回同点にしそうな展開で1点取って負ける僕らの力が足りていない証拠の試合だったと思いますしこういう試合が何試合あったのかと考えた時に悔しい思いでいっぱいこれを追い越せるまでになりたいですね 最終戦も1点差まで追い上げたが敗戦激動のシーズンを戦い終え率直に振り返った今季は2軍監督として開幕を迎えたが8月20日に成績不振の責任を取り西村監督が辞任翌21日から急きょ監督代行として指揮を執ることになったが2軍監督時代に能力を把握していた若手を次々と起用した 12軍の選手状態を常にチェックしベストなタイミングで抜てき9月15日の楽天戦ほっと神戸で育成D6位入団から支配下登録即デビューさせた大下は育成ドラフト出身史上初のプロ初打席で初本塁打10月4日の楽天戦京セラではD1位の宮城を高卒1年目で1軍デビューさせ左腕は前日6日の日本ハム戦同でプロ初勝利を挙げた 就任後の成績は29勝35敗3分け負け越してはいるが来季以降に向けてまいた種は着実に芽吹いている球団関係者は来年のことを考えて早いタイミングで中嶋2軍監督を監督代行にしたと説明西村監督の電撃辞任は将来に向けた布石だった現在指揮官は来年も続投する福良GMとともに組閣に着手している いろんな戦力がでてきた経験させることでチームの能力も上がったこの悔しい思いも来年みんながやってくれると思っていると手応えもにじませた中嶋監督代行試合後は選手を集め言葉をかけた この最下位という屈辱だけは絶対忘れずに来年のキャンプまで過ごして欲しいなと思います 199596年のリーグ連覇日本一の歓喜を知る新指揮官が黄金時代を取り戻す
菅首相、バイデン氏に祝意,国内, 菅義偉首相は8日米大統領選で勝利を確実にした民主党のバイデン前副大統領と副大統領候補のハリス上院議員にツイッター上で心よりお祝い申し上げると祝意を表明した日米同盟の強化に向けた連携にも期待を寄せたただトランプ大統領が法廷闘争を本格化させると表明しており行方を注視する 首相は日米同盟をさらに強固なものとするためにまたインド太平洋地域や世界の平和自由および繁栄を確保するために共に取り組んで行くことを楽しみにしていると投稿した 政府は今後首相からバイデン氏に公式に祝意を伝える電話会談の時期を模索する
トランプ氏 ゴルフ中敗戦知る,国際,民主党のジョーバイデン氏が大統領選の勝利を確実にした11月7日現地時間対立候補で現職大統領のトランプ氏はバージニア州スターリングでゴルフ中だったバイデン氏の当確を知ったトランプ氏は声明を発表バイデン陣営が誤った勝利を宣言していると主張し強い憤りを表した声明にはこの選挙が全く終わっていないのははっきりした事実だジョーバイデンはどの州でも勝者の認定はされていないましてや再集計が必要な激戦州や我々の陣営が訴訟を起こして最終的な勝者を決めるであろう州では勝利していないと綴られている訴訟や不正投票これまでの主張を繰り返すトランプ氏は激戦州のフロリダ州やオハイオ州を制した後の11月4日に勝利に必要な選挙人を集めていないにも関わらず一方的に勝利宣言をしたしかしその後にバイデン氏がウィスコンシン州とミシガン州で勝利しペンシルベニア州とジョージア州でも票を伸ばすとトランプ陣営は票集計の差し止めを求める裁判などを複数の州で起こしたこれまでそれらの訴訟の主張が認められたケースはないがトランプ氏は声明で我々の陣営は月曜日に訴訟の手続きをとり選挙の法律がきちんと守られ正しい勝者が選ばれたかどうかを確認すると述べて新たな訴訟を起こす用意があることを伝えたさらにこれまで繰り返してきたバイデン氏は激戦州で不正な票を集計していると根も葉もない主張を改めて強調バイデンは何を隠しているのだ私はアメリカの人々が民主主義が求める正しい集計をされるまで安心して休めないとコメントしたトランプ氏は7日朝Twitterにも選挙の後に何千もの不法な票が集められたと投稿したがこの投稿にはTwitter社からコンテンツの一部またはすべてに異議が唱えられている誤解を招いている可能性があります警告のラベルが貼られている
親トランプ 南米大統領は沈黙,国際, 米大統領選でバイデン前副大統領の当選確実が報じられチリやアルゼンチンなど中南米の大統領らは相次いでバイデン氏と副大統領となるハリス氏を祝福するメッセージをツイッターなどに投稿した一方トランプ氏と関係の近いブラジルのボルソナーロ大統領は当確が報じられてから4時間あまりがたってもメッセージを発していない ボルソナーロ氏は投票翌日の4日私の姿勢ははっきりしているトランプ氏の再選を信じていると発言選挙中にバイデン氏がアマゾン火災について言及したためボルソナーロ氏は内政干渉だと批判していた だがバイデン氏勝利の公算が大きくなった6日ボルソナーロ氏は私がブラジルで最も重要な人物ではないようにトランプ氏は世界で最も重要な人物ではない最も重要なのは神様だと軌道修正していた またトランプ政権で厳しい経済制裁を科されたキューバのディアスカネル大統領は犯罪的な経済封鎖でキューバをひざまずかせようと夢見る者がいるという故フィデルカストロ氏の言葉をツイッターに投稿したまま更新しなかった8日午前にバイデン氏を米大統領として承認するとツイッターに投稿違いを尊重した建設的な二国間関係が可能だと信じているとした 米国と対立を深めているベネズエラのマドゥロ大統領はバイデン氏の当選確実が報じられてから約6時間後祝福のメッセージとともに米国との対話と理解の用意はできていると投稿したサンパウロ岡田玄朝日新聞社
反政府先導を懸念し任命拒否,国内, 首相官邸が日本学術会議の会員任命拒否問題で会員候補6人が安全保障政策などを巡る政府方針への反対運動を先導する事態を懸念し任命を見送る判断をしていたことが7日分かった安全保障関連法や特定秘密保護法に対する過去の言動を問題視した可能性がある複数の政府関係者が明らかにした 菅義偉首相は国会審議で6人の任命拒否に関し個々の人事のプロセスについては答えを差し控えると繰り返し答弁拒否理由は今回の問題の核心部分となっていた日本学術会議法は会議の独立性をうたっており政治による恣意的な人事介入に当たるとして政府への批判がさらに強まる可能性がある
NHK受信料 全世帯徴収見送り,国内, NHKの受信料制度改革をめぐり総務省がテレビ設置の有無に関係なく全世帯事業所から受信料を徴収する仕組みの導入を見送ることが7日分かった NHKがインターネットによる番組の同時配信を始めたことを受け有識者会議で是非を検討してきたが時期尚早と判断したNHKが抱える剰余金を受信料負担の軽減につなげる方策は具体化させる9日に開く有識者会議で確認する 全世帯から受信料を徴収する仕組みは4月のネット同時配信サービス開始を受けテレビではなくパソコンやスマートフォンなどで番組を視聴できることを根拠に検討されてきたしかし総務省は現状で利用者が限られていることなどから国民の理解が得られないとみている衛星波と地上波の受信料を一本化する案や徴収単位を世帯から個人に変更する案については引き続き議論する 一方有識者会議はNHKが抱える剰余金を受信料負担の軽減につなげる方策は具体化させるNHKが10月に提案した剰余金を契約者に還元する枠組みについて次期中期経営計画期間202123年度中の実施を前提に具体化を検討剰余金は19年度末で1280億円に上っており実質的な受信料引き下げを要請する 9日の会議ではNHKの未契約者に対するテレビの有無の届け出義務化についても継続して議論する届け出がない場合NHKは該当住所の居住者氏名について公益企業などへの照会を可能とするよう要請委員の間にはテレビがない場合の届け出や居住者情報の照会に消極的な意見が多い 
伊藤健太郎 黒木瞳直電に号泣,エンタメ, 自動車運転処罰法違反過失傷害と道路交通法違反ひき逃げの疑いで逮捕され先月30日に釈放された俳優の伊藤健太郎23が主演する映画十二単衣を着た悪魔の公開記念舞台あいさつが7日都内で行われた関係者によると伊藤は釈放後今作の監督で女優の黒木瞳60に号泣しながら謝罪したというまた主演舞台両国花錦闘士りょうごくおしゃれりきし12月523日東京明治座来年1月513日大阪新歌舞伎座から伊藤が降板することも発表された 黒木にとって長編2作目の監督作本来であればこの場に立っているはずの主演伊藤は欠席となった舞台あいさつの序盤黒木は1人で登壇し東陽一監督から映画はみんなの力で作り上げる総合芸術なんだと教わりましたスタッフのみんなキャストのみんなに支えられて作品を完成させることができました伊藤に関して直接的言及は避けつつもエールを送った 関係者によると黒木は伊藤の才能を認めており我が子のようにかわいがっていたと話す伊藤の事件発覚後黒木は驚きや怒りとともに健太郎が今1人で留置所にいると思ったらすごくかわいそう涙が出そうだと憂慮していたという 釈放前に留置所から弁護士を通じて私が未熟でこのような事件を起こしてしまってすいませんでしたと直筆の謝罪文が黒木を含めた関係各所に送られた釈放後には黒木が直接伊藤に電話で私はこれからも応援してますと激励これに伊藤はすいませんすいません感謝してますと号泣していたという 被害者への示談についてはかなり進んでいると聞きます関係者今月2日から伊藤本人が直接出向き謝罪行脚をしている最中だというこれから人気絶頂を迎えようかという時期に自らの愚行で全ての信頼を失った復帰はいばらの道だがこれまでの行為を真摯しんしに見つめ直すしかない報知新聞社
バイデン氏ネバダ勝利 米報道,国際,AFP時事米大統領選は7日接戦だった西部ネバダ州で民主党のジョーバイデンJoe Biden氏が勝利した米メディアが報じた 米メディアはこれに先立ちバイデン氏が激戦州ペンシルベニアを制して当選を確実にしたと報道その後ニューヨークタイムズNew York Times紙とFOXニュースFox Newsがネバダ州でのバイデン氏勝利を伝えた ネバダ州の選挙人は6人この2州で勝利したことでバイデン氏の選挙人獲得数は少なくとも279人となった当選には全選挙人538人のうち270人を確保する必要がある ネバダ州では前回も民主党候補のヒラリークリントンHillary Clinton氏が勝利を収めていた翻訳編集 AFPBB News
バイデン氏 米が団結する時だ,国際,勝利確実が出たことを受け民主党のバイデン氏は次のように声明を発表しましたアメリカ国民が私とハリス次期副大統領に信頼をおいてくれたことに対し光栄に思い謙虚な気持ちでいる前例のない障害に直面する中記録的な数の有権者が投票した民主主義はアメリカで深く鼓動していることを改めて証明したのだ選挙戦は終わったよって怒りと攻撃的な発言を過去のものとして国として団結する時だアメリカが団結する時だそして癒やしの時だ我々は団結した国アメリカ合衆国だ皆で団結すれば不可能なことはない
バイデン氏 午前10時から演説,国際, ワシントン時事米大統領選は7日民主党のジョーバイデン前副大統領77が勝利を確実にした 米メディアによると最激戦州ペンシルベニアを制し当選に必要な選挙人の過半数270人以上を確保したバイデン氏は勝利演説で国民を分断するのではなく団結させる大統領になることを誓うと明言したこれに対し共和党のドナルドトランプ大統領74は敗北を認めず法廷闘争の継続を表明した 新型コロナウイルスの感染拡大と人種対立で深い傷を負った米社会は既成政治の打破と自国第一を掲げたトランプ氏の4年間と決別しバイデン氏に新たなかじ取りを託した バイデン氏は7日夜日本時間8日午前の演説で国民は声を上げ明白な勝利をもたらしたと宣言今こそ米国を癒やす時だ再び世界で尊敬される国にすると約束した週明けに新型コロナ対策の専門家チームを指名する方針も明らかにした バイデン氏は最終的な結果確定を受けて来年1月20日に史上最高齢の78歳で第46代大統領に就任するカマラハリス上院議員56は米国初の女性副大統領になる現職の大統領が敗北するのは1992年のブッシュ元大統領父以来でトランプ政権は1期で終わる バイデン氏は選挙戦で世界最多の死者感染者を出した政権の新型コロナ対応を厳しく批判2016年大統領選のトランプ氏勝利の原動力となったペンシルベニアミシガンウィスコンシンのラストベルトさび付いた工業地帯3州を奪還した西部ネバダ州も制し勝者未判明の4州を残して獲得選挙人は279人トランプ氏は214人にとどまっている 
トランプ氏 敗北認めない姿勢,国際,AFP時事更新米大統領選に臨んだ共和党の現職ドナルドトランプDonald Trump氏は7日メディア各社が民主党の対立候補ジョーバイデンJoe Biden氏当選確実を伝えたことを受けて声明を出しバイデン氏は早まって勝者を装っていると表明し敗北を認めない姿勢を示した トランプ氏はわれわれは誰もがジョーバイデン氏が早まって勝者を装っている理由そして彼の側につくメディアがこれほどまで懸命に彼を助けようとしている理由を知っているそれは真実を暴かれたくないからだと主張純然たる事実としてこの選挙は終わりには程遠いと表明した トランプ氏は各州で開票結果が確定していないことや自身の陣営が複数の法的措置に出ていることを強調だが各州でほぼ終了した開票結果からはバイデン氏が勝利に十分な票を確保したことが示されておりメディア各社は歴代の選挙と同様この結果に基づいてバイデン氏の当選を判断した翻訳編集 AFPBB News
バイデン氏「信頼得て光栄」,国際, ワシントン共同バイデン前副大統領は7日の声明で米国民の信頼を得て光栄だと表明した
トランプ氏、ゴルフに向かう,国際,AFP時事更新ドナルドトランプDonald Trump米大統領は7日ホワイトハウスWhite Houseを離れバージニア州の郊外部にある自身のゴルフ施設へ向かったトランプ氏がホワイトハウスを離れるのは大統領選の投票日以降初めて 開票作業が長期化している大統領選では民主党候補のジョーバイデンJoe Biden前副大統領が勝敗を分ける各州でリードしている トランプ氏はここ数日で2度ホワイトハウスから国民に向け演説していたがこの日は公邸であるホワイトハウスを離れバージニア州スターリングSterlingのトランプナショナルゴルフクラブTrump National Golf Clubへと向かった バイデン氏は現在リードしている激戦州ペンシルベニアを制すことができれば当選に必要な数の選挙人を確保できる状況にあるだがトランプ氏はツイッターTwitterで私は大差でこの選挙に勝ったと宣言この投稿にはツイッターにより警告ラベルが付けられた翻訳編集 AFPBB News
バイデン氏支持者 喜び爆発,国際,12 ウィルミントンフィラデルフィア共同バイデン前米副大統領の当選が7日確実になった勝利を待ち続けた支持者は喜びを爆発させた一方で開票の不正を訴え抗議を続けるトランプ大統領の支持者からは決して譲らないと受け入れを拒む声が上がった われわれは勝った東部ペンシルベニア州の最大都市フィラデルフィアの開票所前ではバイデン氏が当選を確実にしたとの速報に集まった数十人の支持者らが拳を突き上げて叫び声を上げた白人女性の編集者ミンディブラウンさん58はやっとこの時が来たこの国に民主主義を取り戻す時だと歓喜した
バイデン氏が勝利確実 米報道,国際, 米大統領選は7日開票作業が続いていた東部ペンシルベニア州で民主党のジョーバイデン前副大統領77が勝利し獲得選挙人が当選に必要な過半数ライン270を超えた米メディアが伝えた再選を目指す共和党のドナルドトランプ大統領74は複数の州で開票を巡る訴えを起こすなど徹底抗戦の構えを見せており当選者確定には時間がかかる可能性がある 当選が確定すれば選挙人による正式投票を経てバイデン氏は来年1月20日第46代米大統領に就任する 大統領選は全米50州とコロンビア特別区首都ワシントンでの一般投票結果に基づき各州区に割り振られた選挙人538人の過半数を獲得した候補が当選する仕組み 3日に各地で始まった開票では当初トランプ氏が接戦州の南部フロリダ州などで勝利を重ね選挙人数を積み上げたこれまでに214人を獲得ペンシルベニアの開票でも先行した だが民主党支持者の利用が多い郵便投票や都市部の票が開くにつれバイデン氏が猛追中西部ミシガンやウィスコンシン両州などで勝利し過半数に迫ったペンシルベニアでは6日午前になりトランプ氏の票数を逆転し7日に各米メディアがバイデン氏の勝利を判定したバイデン氏は同日西部ネバダ州も制して獲得選挙人を279に伸ばした ペンシルベニアミシガンウィスコンシンの3州は元々民主党の強固な地盤で党のシンボルカラーにちなみブルーウオール青い壁州と呼ばれてきた3州は2016年の前回選ではトランプ氏が勝利し今回も勝敗のカギを握るとされていたがバイデン氏が全勝で奪還に成功した バイデン氏は過半数確保が目前となった5日地元の東部デラウェア州ウィルミントンで演説開票がすべて終わったときに我々が勝者となるだろうと述べていた 一方トランプ氏は正当な票を数えれば私の楽勝だ民主党は不正な票や遅れて届いた票を数えこの選挙を盗もうとしていると主張バイデン氏が過半数を獲得しても敗北宣言をせず裁判闘争を続ける考えを明確にしているトランプ氏の訴えに呼応し支持者が開票所に詰めかける事態も各地で起きていたワシントン高本耕太 ジョーバイデン氏Joe Biden 1942年11月東部ペンシルベニア州スクラントン生まれデラウェア大卒シラキュース大法科大学院修了東部デラウェア州の郡議会議員や弁護士を経て72年に上院議員に初当選36年務めた後200917年のオバマ政権で副大統領外交や司法分野の政策で豊富な経験を持つ
